あきる野市,0.0243,-0.2731,0.1461,-0.1283,-0.2231,0.0555,0.3557,0.0714,0.4713,-0.0809,-0.0063,0.0462,0.1847,0.2931,0.2104,0.3610,0.2883,0.5714,0.0940,0.0205,0.0108,-0.1045,-0.2413,-0.3414,0.4772,0.4275,-0.5297,-0.5590,-0.1524,-0.5708,0.0000,-0.6515,0.0000,0.0000
三宅村,0.1429,-0.1048,0.3456,0.0825,-1.0130,0.3873,0.6266,0.3899,0.3261,0.1220,0.1943,0.6340,-0.0666,0.9862,1.3090,-0.3322,0.0000,0.5714,1.1926,-0.6726,0.0108,-0.6154,-0.5289,-0.3414,-0.2160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.3447,0.0000,-2.9834
三鷹市,-0.0818,0.3515,-0.0555,0.0040,0.1347,-0.1170,0.0638,-0.3280,-0.2061,0.1473,0.0402,-0.2415,0.1847,0.1389,0.0563,-0.1498,0.2883,0.5714,-0.1937,0.4260,0.4162,0.3009,0.1642,-0.3414,0.4772,0.4275,-0.5297,0.1342,-0.1524,-0.5708,0.0000,-0.6515,0.0000,0.0000
世田谷区,-0.0943,0.4136,-0.0019,0.0425,0.1583,-0.1268,-0.0993,-0.2117,-0.1901,0.0732,-0.0508,-0.2415,0.1847,-0.2177,0.2104,-0.1498,0.0006,-0.1217,0.0940,0.4260,0.4162,0.3009,0.1642,0.0641,-0.2160,0.4275,0.1635,0.1342,-0.1524,-0.5708,-0.6254,-0.6515,0.0000,0.0000
中央区,-0.2003,0.6115,0.3327,0.0524,-0.1471,0.1037,-0.3203,-0.0321,-0.2373,0.0732,-0.1734,0.2975,-0.1720,-0.2177,0.0563,0.0733,0.0006,0.5714,-0.1937,-0.4903,0.0108,0.3009,0.1642,0.7573,0.4772,-0.2657,-0.5297,0.1342,-0.1524,0.0000,-0.6254,0.0000,-0.7275,0.0000
中野区,0.3237,0.1454,-0.1063,0.0724,-0.0260,0.0095,0.1292,-0.1553,0.0052,-0.7741,-0.0508,0.1640,0.0511,0.0054,-0.0773,0.0733,0.0006,0.5714,0.0940,0.4260,-0.2769,-0.1045,0.1642,0.0641,0.4772,-0.2657,0.1635,0.1342,-0.1524,0.0000,0.0000,-0.6515,0.0000,0.0000
八丈町,0.4438,-0.5230,0.4409,0.1566,-0.6367,-0.1653,0.8223,0.1869,0.2995,-0.4232,0.2515,0.8571,-0.5085,1.3917,2.0022,0.7665,1.3869,-0.5272,1.1926,0.0205,0.0108,-0.1045,0.8574,0.0000,0.0000,0.0000,0.1635,0.0000,-0.1524,0.0000,-0.6254,-0.6515,0.0000,0.0000
八王子市,0.0173,-0.3713,0.1045,0.0135,-0.0457,0.0322,0.1566,-0.0321,0.3535,0.2555,0.0402,-0.0592,-0.2673,0.2931,0.2104,0.3610,0.0006,0.1659,0.0940,0.0205,0.0108,-0.1045,0.1642,0.0641,0.4772,0.4275,0.1635,0.1342,-0.1524,-0.5708,0.0000,-0.6515,-0.7275,0.0000
利島村,-1.3426,0.0168,0.3587,0.6421,1.5933,0.5663,1.4375,0.0000,0.5359,0.0042,1.4753,0.0000,0.0000,-0.6232,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4903,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
北区,0.1588,-0.3234,-0.1308,0.1349,0.0041,0.1037,-0.1311,0.2076,0.1304,0.1473,0.1403,-0.1545,0.1847,0.1389,-0.0773,0.0733,0.2883,0.1659,0.0940,-0.4903,0.0108,-0.1045,0.1642,0.0641,0.4772,0.4275,0.1635,0.1342,-0.1524,0.0000,0.0000,0.0000,0.0000,-1.1916
千代田区,-0.4020,0.8191,0.2235,0.2248,-0.0060,0.1161,-0.1719,0.0183,-0.1738,-0.3788,-0.0508,0.2975,-0.0666,-0.1124,0.0563,0.3610,-0.2225,0.1659,-0.1937,0.0205,-0.2769,-0.1045,0.1642,-0.3414,0.4772,0.4275,0.1635,0.1342,-0.1524,0.0000,0.0000,0.0000,-0.7275,0.0000
台東区,-0.1428,0.2705,0.1045,0.0524,0.1232,-0.0662,-0.0993,-0.0956,-0.0703,0.0267,-0.0933,-0.0592,-0.2673,0.0054,-0.1950,0.0733,0.0006,0.1659,-0.1937,0.0205,0.0108,-0.1045,-0.5289,0.0641,-0.2160,-0.2657,0.1635,0.1342,-0.1524,0.0000,-0.6254,0.0000,-0.7275,0.0000
品川区,0.0313,0.1069,0.0166,0.0135,0.0144,0.0914,-0.1819,0.1085,-0.2373,0.0732,-0.0063,0.1640,0.0511,-0.2177,-0.0773,-0.3322,-0.4049,0.5714,0.0940,0.4260,0.0108,-0.1045,-0.2413,0.0641,-0.9091,-0.2657,-0.9351,0.1342,-0.1524,-0.5708,0.0000,0.0000,-0.7275,0.0000
国分寺市,-0.1777,0.2595,-0.0727,-0.0861,0.1464,0.0095,0.0144,-0.2520,0.0869,0.1733,0.0890,-0.2415,-0.0666,0.0054,0.2104,-0.1498,0.0006,0.5714,0.0940,0.4260,0.4162,0.3009,0.1642,0.7573,-0.2160,0.4275,0.1635,0.1342,-0.1524,0.0000,-0.6254,0.0000,-0.7275,0.0000
国立市,-0.0499,0.2486,-0.1704,0.0928,-0.0260,-0.0127,0.0765,-0.2520,0.0869,0.1220,0.0402,-0.5292,0.1847,0.1389,0.2104,0.0733,0.2883,-0.3449,0.0940,-0.6726,0.0108,-0.1045,0.1642,0.0641,-0.2160,0.4275,0.1635,0.1342,-0.1524,0.0000,0.0000,-0.6515,-0.7275,0.0000
墨田区,0.0035,-0.0972,0.1045,0.1242,-0.1645,-0.0344,-0.0441,0.3176,0.0658,-0.1011,-0.0063,0.4516,-0.0666,-0.1124,-0.0773,0.0733,0.2883,0.1659,-0.1937,0.0205,0.0108,-0.1045,0.1642,0.0641,-0.9091,-0.2657,0.1635,-0.9644,-0.1524,0.0000,0.0000,0.0000,-0.7275,0.0000
多摩市,0.1508,0.2060,-0.1146,-0.2813,-0.0457,-0.0344,0.0388,-0.0644,0.1304,0.0497,-0.0063,-0.2415,0.0511,0.1389,0.2104,0.3610,0.0006,0.5714,0.0940,0.4260,0.4162,0.9941,0.1642,-0.3414,-0.2160,0.4275,0.1635,-0.5590,-0.1524,-0.5708,0.0000,-0.6515,0.0000,0.0000
大島町,-0.0755,-0.1995,-0.1934,0.1677,-0.7290,0.3085,1.1374,0.6130,0.6048,0.1220,0.1943,-0.3957,0.3388,0.6986,0.9036,0.0733,0.2883,0.1659,0.4995,-0.6726,0.0108,0.3009,0.8574,0.7573,0.4772,-0.2657,-0.5297,0.0000,-0.1524,-1.2640,0.0000,-0.6515,-0.7275,-1.1916
大田区,0.1273,-0.1125,0.0645,-0.0239,-0.1294,0.0673,-0.1415,0.1085,0.0658,0.1473,-0.0063,0.2975,-0.1720,0.0054,0.0563,0.0733,0.0006,-0.6814,0.0940,0.0205,0.0108,-0.1045,0.1642,0.0641,0.4772,0.4275,0.1635,0.1342,-0.1524,0.0000,-1.3185,0.0000,0.0000,0.0000
奥多摩町,-0.4156,-0.2601,0.2586,0.1136,-0.1816,-0.0236,0.9069,0.4678,0.6790,-0.6318,1.2930,0.2975,0.5212,0.4754,0.9036,0.0000,0.0006,0.1659,0.4995,0.0205,0.0108,0.0000,0.8574,0.0641,-0.6214,0.0000,0.1635,0.0000,0.0000,-1.2640,0.0000,-1.7502,0.0000,0.0000
小平市,0.1668,-0.1275,0.0547,-0.0687,-0.1205,0.0793,0.0388,-0.3639,0.1994,0.2845,0.0890,-0.2415,0.1847,0.0054,0.0563,0.0733,0.0006,0.5714,0.0940,0.4260,0.4162,0.3009,0.1642,-0.3414,-0.2160,0.4275,-0.5297,0.1342,-0.1524,-0.5708,0.0000,0.0000,-0.7275,0.0000
小笠原村,0.1196,0.3636,0.2706,0.5243,-0.3382,-0.5323,0.4630,0.3411,-0.4197,0.0267,-0.5262,-0.0592,-0.8651,-0.8596,0.3927,-0.4863,0.2883,-0.3449,0.0940,1.1191,-0.5001,-0.1045,0.0000,-0.6290,0.4772,-0.6711,0.1635,0.1342,-0.8456,-1.2640,0.0000,0.0000,-1.8261,-1.1916
小金井市,0.0035,0.3759,-0.1146,-0.0599,-0.2067,0.0322,0.1706,-0.3401,0.0250,0.1473,0.0890,-0.1545,0.1847,-0.1124,0.0563,-0.1498,0.0006,0.5714,0.0940,0.0205,0.4162,-0.1045,0.1642,0.0641,0.4772,0.4275,0.1635,-0.5590,-0.1524,-0.5708,0.0000,0.0000,-0.7275,0.0000
府中市,-0.0368,0.0975,0.1568,-0.1923,0.0041,-0.0344,0.0512,-0.0956,0.0658,0.0732,0.0402,-0.1545,-0.1720,0.0054,0.0563,-0.1498,0.0006,0.5714,0.0940,0.0205,0.0108,-0.1045,-0.2413,0.0641,0.4772,0.4275,0.1635,0.1342,-0.1524,-0.5708,-0.6254,-0.6515,-0.7275,0.0000
御蔵島村,-0.2599,0.8191,0.1677,-0.0775,-0.3807,-0.5832,0.4820,0.9433,-0.2061,-0.2322,1.2930,0.0000,0.3388,-0.3130,-0.8310,-0.3322,0.0000,-0.5272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
文京区,-0.1604,0.6432,-0.1781,0.1031,0.1824,0.1941,-0.2015,-0.4645,-0.0883,0.0042,0.1943,0.0462,0.1847,-0.1124,0.0563,-0.1498,0.0006,0.5714,-0.1937,0.4260,0.0108,-0.1045,0.1642,-0.3414,-0.2160,0.4275,0.1635,0.1342,-0.1524,-0.5708,0.0000,-0.6515,0.0000,-1.1916
新宿区,0.1273,0.0608,-0.0812,0.1566,-0.1023,0.0438,-0.0885,0.0183,-0.2061,-0.0603,-0.0933,-0.0592,-0.0666,0.0054,-0.0773,0.0733,0.0006,0.5714,-0.1937,0.4260,0.0108,-0.1045,0.1642,-0.6290,0.4772,-0.2657,0.1635,0.1342,-0.1524,-0.5708,0.0000,-0.6515,0.0000,0.0000
新島村,-0.5964,0.3883,0.2950,-0.0421,-0.6890,0.0322,1.2978,0.9433,0.4405,-0.0809,0.3767,0.4516,1.0320,0.9862,0.9036,0.3610,0.6937,0.5714,0.0000,0.0205,-0.2769,0.3009,0.0000,0.0641,0.4772,0.4275,-0.5297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
日の出町,-0.1309,-0.3476,0.2468,-0.0775,-0.3454,0.1674,0.5212,0.1085,0.5031,0.0732,0.1403,-0.2415,0.3388,0.4754,0.2104,0.3610,0.0006,-0.3449,0.4995,0.4260,1.1094,0.9941,0.1642,0.0641,0.4772,0.4275,0.1635,0.1342,0.0000,0.0000,0.0000,0.0000,-0.7275,0.0000
日野市,-0.0302,0.1356,-0.1389,0.0231,0.0247,0.0322,0.0265,-0.0956,0.2482,-0.0809,0.0402,-0.1545,-0.3543,0.0054,0.0563,0.0733,0.0006,-0.6814,0.0940,0.4260,0.0108,-0.1045,0.1642,0.0641,-0.2160,0.4275,0.1635,-0.5590,-0.1524,-0.5708,0.0000,-0.6515,-0.7275,0.0000
昭島市,-0.0818,-0.2064,0.1356,-0.1608,-0.0744,0.0095,0.2901,0.2501,0.3817,-0.0603,-0.0063,-0.2415,0.1847,0.2931,0.0563,0.3610,0.0006,0.1659,0.0940,0.4260,0.0108,-0.1045,0.1642,0.0641,0.4772,-0.6711,0.1635,0.1342,-0.1524,-0.5708,0.0000,0.0000,0.0000,0.0000
杉並区,0.0818,0.4529,-0.2084,0.0724,0.0893,-0.1170,-0.0666,-0.2520,-0.1573,-0.0809,0.0890,-0.1545,0.1847,-0.1124,0.0563,-0.1498,0.0006,0.5714,-0.1937,0.4260,-0.2769,-0.1045,0.1642,0.0641,-0.2160,0.4275,0.1635,0.1342,-0.1524,-0.5708,-0.6254,0.0000,0.0000,0.0000
東久留米市,-0.0881,-0.1048,-0.2378,-0.0330,0.1117,-0.0017,0.3224,0.0183,0.3817,0.0973,0.1403,-0.2415,0.0511,0.2931,0.2104,0.0733,0.0006,-0.3449,0.0940,0.0205,0.0108,-0.1045,0.8574,0.7573,0.4772,-0.2657,-0.5297,0.1342,-0.1524,-0.5708,0.0000,0.0000,0.0000,0.0000
東大和市,-0.0302,-0.5027,-0.0291,-0.0054,0.1702,0.1287,0.3389,0.0534,0.3817,0.2845,0.1403,-0.2415,0.3388,0.1389,0.0563,0.3610,0.0006,-0.9327,0.4995,0.0205,0.4162,-0.1045,0.8574,0.7573,-0.9091,0.4275,0.1635,0.1342,-0.1524,-0.5708,-0.6254,0.0000,0.0000,0.0000
東村山市,0.1043,-0.2731,-0.1308,-0.0775,-0.0744,-0.0557,0.2589,0.1469,0.2995,0.2555,0.1403,-0.0592,0.3388,0.1389,0.2104,0.0733,0.0006,-0.3449,0.0940,-0.4903,0.4162,-0.1045,0.8574,0.0641,0.4772,0.4275,0.1635,0.1342,-0.1524,-0.5708,0.0000,-0.6515,0.0000,0.0000
板橋区,0.1588,-0.0972,-0.0897,-0.0861,-0.1114,-0.0017,0.1428,0.1869,0.1084,0.0497,-0.0063,-0.0592,0.0511,0.0054,-0.1950,-0.1498,0.0006,-0.6814,0.0940,0.4260,0.0108,-0.1045,-0.7521,-0.3414,0.4772,0.4275,0.1635,0.1342,-0.1524,-0.5708,0.0000,-0.6515,0.0000,-1.1916
檜原村,-0.3162,-0.4114,0.9053,0.0040,-0.5047,0.2355,1.3887,0.5524,0.5031,-0.6318,0.1943,-0.1545,1.4374,0.6986,0.0563,0.3610,0.6937,0.1659,0.4995,1.1191,0.0000,0.3009,0.1642,-0.8522,0.0000,0.0000,0.1635,0.1342,-0.1524,-0.5708,0.0000,-0.6515,0.0000,0.0000
武蔵村山市,-0.0881,-0.6458,0.0260,0.0825,0.1946,0.0095,0.4630,0.2501,0.5031,0.4097,0.0890,0.2975,0.1847,0.4754,0.2104,0.0733,0.0006,0.1659,0.4995,0.4260,0.0108,-0.3922,0.1642,0.7573,-1.3146,0.4275,0.1635,0.1342,-0.1524,0.0000,-0.6254,0.0000,0.0000,0.0000
武蔵野市,-0.1188,0.6432,-0.0468,-0.1923,0.1347,0.0322,0.0894,-0.4645,-0.1060,0.0732,0.0890,-0.0592,0.1847,0.0054,0.0563,-0.1498,0.0006,-0.1217,-0.1937,0.0205,0.4162,0.3009,0.1642,0.7573,-0.2160,0.4275,0.1635,0.1342,-0.1524,-0.5708,0.0000,-0.6515,0.0000,0.0000
江戸川区,0.0104,-0.3172,0.2008,0.0524,-0.0457,0.0095,0.0024,0.4152,0.0658,0.0042,-0.0063,0.2975,-0.1720,0.0054,-0.0773,0.0733,0.0006,0.5714,0.0940,-0.9603,-0.2769,-0.1045,0.1642,0.0641,0.4772,0.4275,0.1635,0.1342,-0.1524,-0.5708,0.0000,0.0000,-0.7275,0.0000
江東区,0.0243,-0.0171,0.1147,-0.1032,-0.0649,0.1544,-0.0993,0.2946,-0.2061,0.0497,0.0890,0.1640,-0.0666,-0.1124,-0.0773,-0.1498,0.0006,-0.8149,0.0940,-0.2672,0.0108,-0.1045,0.1642,0.0641,-0.2160,-0.2657,0.1635,0.1342,-0.1524,-0.5708,0.0000,-0.6515,0.0000,0.0000
清瀬市,0.1351,-0.0337,-0.3344,-0.0861,-0.1645,0.0322,0.3061,0.0898,0.3261,0.2000,0.0402,-0.0592,0.1847,0.1389,0.2104,-0.1498,0.2883,-0.5272,0.0940,0.0205,0.0108,-0.1045,0.8574,0.0641,0.4772,-0.2657,0.1635,0.1342,-0.1524,-0.5708,-1.3185,-0.6515,0.0000,0.0000
渋谷区,0.0243,0.5362,-0.0555,0.0040,0.0458,-0.0557,-0.0211,-0.1407,-0.4818,0.0973,-0.1734,0.0462,-0.0666,-0.2177,0.0563,-0.1498,-0.2225,-0.1217,0.0940,0.0205,0.4162,-0.1045,0.1642,-0.3414,-0.2160,-0.2657,0.1635,0.1342,-0.8456,0.0000,0.0000,-0.6515,-0.7275,0.0000
港区,-0.2114,0.5807,0.2827,0.0524,-0.0553,0.0095,-0.2941,0.1085,-0.2373,0.0973,-0.2826,0.1640,-0.1720,-0.4001,0.0563,0.0733,-0.5590,-0.1217,-0.1937,0.0205,0.4162,0.3009,-0.2413,0.0641,0.4772,-0.6711,0.1635,0.1342,-0.1524,0.0000,0.0000,-0.6515,0.0000,0.0000
狛江市,0.0104,0.1356,-0.2450,0.0040,-0.0744,-0.0766,0.1706,-0.0801,0.1304,0.0732,0.0402,-0.0592,0.1847,0.1389,0.2104,0.0733,0.0006,0.5714,-0.1937,0.0205,0.4162,0.3009,0.1642,-0.3414,0.4772,0.4275,0.1635,0.1342,-0.1524,-0.5708,0.0000,0.0000,0.0000,0.0000
瑞穂町,0.0455,-0.4391,0.4998,-0.1846,-0.4672,0.0322,0.4443,0.4952,0.5031,0.0973,0.0890,0.4516,0.0511,0.4754,0.3927,-0.3322,0.0006,1.2646,0.4995,0.0205,0.0108,-0.1045,0.1642,0.0641,-0.2160,0.4275,0.1635,0.1342,-0.1524,0.0000,-0.6254,0.0000,-0.7275,0.0000
町田市,-0.1834,0.0168,0.1251,-0.1032,0.2196,-0.0451,-0.0666,-0.0484,0.2235,0.2000,-0.0508,-0.1545,0.1847,0.2931,0.0563,0.0733,0.0006,0.5714,0.0940,0.4260,0.0108,-0.1045,0.1642,-0.6290,0.4772,0.4275,-0.5297,0.1342,-0.1524,-0.5708,0.0000,-0.6515,0.0000,0.0000
目黒区,-0.0628,0.2486,-0.0201,-0.0687,0.1702,-0.0127,-0.0885,-0.0484,-0.2676,0.0973,-0.0933,0.1640,0.1847,-0.3130,0.2104,0.0733,0.0006,0.1659,0.0940,0.4260,0.4162,0.3009,-0.2413,0.7573,-0.2160,-0.6711,0.1635,0.1342,-0.1524,0.0000,-0.6254,-0.6515,0.0000,0.0000
神津島村,-0.2224,-0.3234,1.2555,0.3634,-0.8999,0.4551,0.6266,0.4952,0.5359,-0.3788,0.7821,0.8571,0.7443,0.1389,0.6159,1.4596,0.6937,-0.5272,-0.1937,0.4260,0.0108,0.9941,0.1642,-1.4400,0.4772,-0.2657,0.1635,-0.5590,-0.1524,-0.5708,0.0000,-0.6515,-0.7275,0.0000
福生市,-0.0235,-0.3356,0.2586,-0.0687,-0.1900,0.0208,0.2589,0.2946,0.2995,0.0497,-0.1342,-0.0592,-0.1720,0.1389,0.0563,0.0733,0.2883,0.5714,0.0940,0.4260,0.0108,-0.1045,0.1642,0.0641,0.4772,0.4275,0.1635,0.1342,-0.1524,-0.5708,0.0000,0.0000,0.0000,-1.1916
稲城市,-0.1947,0.1454,0.1896,-0.2001,0.1347,0.0438,-0.0776,0.0714,0.0869,-0.0603,0.0402,-0.1545,0.0511,-0.1124,0.2104,-0.1498,0.2883,1.2646,0.0940,-0.2672,0.0108,-0.1045,0.1642,0.0641,0.4772,0.4275,0.1635,0.1342,-0.1524,-0.5708,0.0000,-0.6515,-0.7275,0.0000
立川市,0.0035,-0.1048,-0.0110,-0.0861,-0.1471,0.0322,0.1428,0.1085,0.2235,0.1473,-0.0063,-0.0592,0.0511,0.1389,-0.0773,-0.1498,0.0006,0.1659,0.0940,0.0205,0.0108,-0.1045,0.1642,0.0641,-0.2160,0.4275,0.1635,0.1342,-0.1524,0.0000,-0.6254,0.0000,0.0000,0.0000
練馬区,-0.1188,0.0699,-0.0379,0.1031,0.2071,-0.0451,0.0144,-0.1259,0.0869,-0.1965,-0.0508,0.0462,0.1847,0.0054,-0.0773,-0.1498,0.0006,0.5714,0.0940,-0.2672,0.0108,-0.1045,0.1642,0.7573,0.4772,0.4275,0.1635,0.1342,-0.1524,-0.5708,0.0000,0.0000,0.0000,0.0000
羽村市,-0.1188,-0.1925,0.1356,-0.2304,0.0247,0.0095,0.3389,0.2076,0.4713,-0.1209,-0.0508,-0.1545,0.0511,0.1389,0.2104,0.3610,0.2883,0.1659,0.0940,0.4260,0.0108,-0.1045,0.8574,-0.3414,0.4772,-0.2657,0.1635,0.1342,-0.1524,0.0000,-0.6254,0.0000,0.0000,0.0000
荒川区,0.0818,-0.2201,-0.0727,0.1901,-0.0553,-0.0127,0.0265,0.2286,0.0250,-0.0393,0.0402,0.2975,-0.3543,0.1389,-0.0773,0.0733,0.2883,0.5714,-0.1937,0.4260,-0.2769,-0.1045,-0.2413,0.0641,-0.2160,0.4275,0.1635,0.1342,-0.1524,-0.5708,-0.6254,0.0000,0.0000,0.0000
葛飾区,0.1119,-0.2535,0.0450,0.0623,-0.1114,-0.0236,0.0512,0.3652,0.1084,0.0267,0.0402,0.0462,-0.1720,0.1389,-0.0773,0.0733,0.0006,-0.5272,0.0940,-0.2672,-0.6824,-0.1045,-0.2413,-0.8522,0.4772,0.4275,-0.5297,0.1342,-0.1524,-0.5708,0.0000,0.0000,0.0000,0.0000
西東京市,0.0313,0.1164,-0.0201,-0.1528,0.0247,-0.0017,0.1025,-0.1697,0.0052,0.0973,0.0402,-0.1545,0.0511,0.0054,0.0563,0.0733,0.0006,-0.5272,0.0940,0.0205,0.4162,-0.1045,-0.2413,0.0641,-0.2160,0.4275,0.1635,0.1342,-0.1524,0.0000,-0.6254,0.0000,0.0000,0.0000
調布市,-0.0691,0.1164,-0.0897,-0.0510,0.1117,-0.0662,0.0388,0.0012,-0.1573,0.1220,0.0402,-0.0592,0.1847,0.1389,0.2104,0.0733,0.0006,1.2646,0.0940,-0.2672,0.0108,0.3009,0.1642,0.7573,0.4772,0.4275,-0.5297,0.1342,-0.1524,0.0000,0.0000,-0.6515,0.0000,0.0000
豊島区,0.0173,0.0790,-0.0641,0.0825,0.1347,0.0555,-0.0094,0.1667,-0.0703,-0.4518,-0.0063,0.0462,0.0511,0.1389,-0.5628,-0.1498,0.0006,0.5714,-0.1937,0.4260,0.0108,-0.1045,-0.5289,-0.8522,0.4772,0.4275,0.1635,0.1342,-0.1524,-0.5708,-0.6254,0.0000,-0.7275,0.0000
足立区,0.0968,-0.4337,0.0355,0.0327,-0.0260,0.0095,0.2436,0.3652,0.1084,0.0267,-0.0063,0.2975,0.0511,0.1389,-0.0773,0.0733,0.2883,-0.5272,0.0940,0.0205,-0.2769,-0.1045,-0.2413,0.0641,0.4772,-0.6711,0.1635,0.1342,-0.1524,0.0000,0.0000,0.0000,0.0000,0.0000
青ヶ島村,-0.1487,-0.1569,0.0260,1.2017,0.1464,-0.5058,-0.2302,1.0342,0.4713,-0.6318,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.0110,0.0000,0.0000,-1.2788,0.0000,0.0000,0.0000,-1.6406,-2.9886,0.0000,0.0000,-2.2637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
青梅市,0.0598,-0.1925,0.1677,-0.0947,-0.3088,0.0095,0.3389,0.1869,0.4713,-0.3635,0.0402,0.0462,0.5212,0.1389,0.2104,0.3610,0.2883,0.5714,0.0940,-0.4903,0.0108,0.3009,0.1642,0.0641,0.4772,0.4275,0.1635,0.1342,-0.1524,-0.5708,-0.6254,0.0000,-0.7275,0.0000
